hotel_name,source,review_id,rating_raw,rating_0_5,review_title,review_comment,date,scraped_at,url,sentiment,topics,source_file,clean_comment,clean_full_text,lda_topic
Haile Resort Hawassa,Facebook,HW11,,,Beautiful Area,Peaceful and relaxing by the lake.,2025-06-18,2025-12-01,https://facebook.com/HW11,positive,ambience,haile_hawassa.csv,peaceful relaxing lake,Beautiful Area peaceful relaxing lake,5
Haile Resort Hawassa,Facebook,HW12,,,Good Staff,Very polite employees.,2025-03-14,2025-12-01,https://facebook.com/HW12,positive,staff,haile_hawassa.csv,polite employee,Good Staff polite employee,3
Haile Resort Hawassa,Facebook,HW13,,,Food Not Good,Needs more variety.,2024-12-08,2025-12-01,https://facebook.com/HW13,neutral,food,haile_hawassa.csv,need variety,Food Not Good need variety,3
Haile Resort Hawassa,Facebook,HW14,,,Poor Wi-Fi,Internet was extremely slow.,2024-10-19,2025-12-01,https://facebook.com/HW14,negative,internet,haile_hawassa.csv,internet extremely slow,Poor Wi-Fi internet extremely slow,0
Haile Resort Hawassa,Facebook,HW15,,,Nice Environment,Green compound and fresh air.,2025-05-04,2025-12-01,https://facebook.com/HW15,positive,ambience,haile_hawassa.csv,green compound fresh air,Nice Environment green compound fresh air,6
Haile Resort Hawassa,KAYAK,HW16,4.0,4.0,Comfortable Stay,Clean rooms and comfy bed.,2025-04-07,2025-12-01,https://kayak.com/HW16,positive,rooms,haile_hawassa.csv,clean room comfy bed,Comfortable Stay clean room comfy bed,2
Haile Resort Hawassa,KAYAK,HW17,3.0,3.0,Okay Experience,"Service was normal, nothing special.",2024-09-23,2025-12-01,https://kayak.com/HW17,neutral,service,haile_hawassa.csv,service normal nothing special,Okay Experience service normal nothing special,3
Haile Resort Hawassa,KAYAK,HW18,2.0,2.0,Noisy,Could hear music from nearby places.,2024-11-19,2025-12-01,https://kayak.com/HW18,negative,noise,haile_hawassa.csv,could hear music nearby place,Noisy could hear music nearby place,0
Haile Resort Hawassa,KAYAK,HW19,5.0,5.0,Excellent View,Loved the sunsets by the lake.,2025-02-09,2025-12-01,https://kayak.com/HW19,positive,view,haile_hawassa.csv,love sunset lake,Excellent View love sunset lake,1
Haile Resort Hawassa,KAYAK,HW20,1.0,1.0,Very Bad,Hot water didn’t work and toilet smelled.,2024-08-26,2025-12-01,https://kayak.com/HW20,negative,maintenance|cleaning,haile_hawassa.csv,hot water work toilet smell,Very Bad hot water work toilet smell,5
Haile Resort Hawassa,Trip.com,HW21,4.0,4.0,Great Place,Beautiful compound and good rooms.,2025-03-15,2025-12-01,https://trip.com/HW21,positive,rooms|ambience,haile_hawassa.csv,beautiful compound good room,Great Place beautiful compound good room,2
Haile Resort Hawassa,Trip.com,HW22,3.0,3.0,It Was Okay,Food was late but tasted fine.,2024-10-12,2025-12-01,https://trip.com/HW22,neutral,food|service,haile_hawassa.csv,food late taste fine,It Was Okay food late taste fine,3
Haile Resort Hawassa,Trip.com,HW23,2.0,2.0,Not Clean,Room had dust and bedsheet wasn’t fresh.,2024-12-20,2025-12-01,https://trip.com/HW23,negative,cleaning,haile_hawassa.csv,room dust bedsheet fresh,Not Clean room dust bedsheet fresh,2
Haile Resort Hawassa,Trip.com,HW24,5.0,5.0,Great Resort,Perfect for a weekend getaway.,2025-02-24,2025-12-01,https://trip.com/HW24,positive,ambience,haile_hawassa.csv,perfect weekend getaway,Great Resort perfect weekend getaway,6
Haile Resort Hawassa,Trip.com,HW25,1.0,1.0,Not Good,Room was noisy and AC broken.,2024-09-03,2025-12-01,https://trip.com/HW25,negative,maintenance|noise,haile_hawassa.csv,room noisy break,Not Good room noisy break,2
Haile Resort Ziway,Batu,ZW1,5.0,5.0,Great Weekend Spot,Amazing environment and quiet location.,2025-03-05,2025-12-01,https://tripadvisor.com/ZW1,positive,ambience,haile_ziway_batu.csv,amazing environment quiet location,Great Weekend Spot amazing environment quiet location,6
Haile Resort Ziway,Batu,ZW2,4.0,4.0,Good Rooms,Rooms are spacious and clean.,2025-02-14,2025-12-01,https://tripadvisor.com/ZW2,positive,rooms|cleaning,haile_ziway_batu.csv,room spacious clean,Good Rooms room spacious clean,2
Haile Resort Ziway,Batu,ZW3,3.0,3.0,Decent Stay,Everything was okay but nothing special.,2024-11-09,2025-12-01,https://tripadvisor.com/ZW3,neutral,general,haile_ziway_batu.csv,everything okay nothing special,Decent Stay everything okay nothing special,3
Haile Resort Ziway,Batu,ZW4,2.0,2.0,Slow Check-In,Reception took a long time.,2024-10-18,2025-12-01,https://tripadvisor.com/ZW4,negative,reception,haile_ziway_batu.csv,reception take long time,Slow Check-In reception take long time,6
Haile Resort Ziway,Batu,ZW5,1.0,1.0,Dirty Bathroom,Bathroom wasn’t cleaned properly.,2024-08-11,2025-12-01,https://tripadvisor.com/ZW5,negative,cleaning,haile_ziway_batu.csv,bathroom clean properly,Dirty Bathroom bathroom clean properly,1
Haile Resort Ziway,Batu,ZW6,5.0,5.0,Very Relaxing,Beautiful lake view and quiet place.,2025-04-21,2025-12-01,https://expedia.com/ZW6,positive,view,haile_ziway_batu.csv,beautiful lake view quiet place,Very Relaxing beautiful lake view quiet place,0
Haile Resort Ziway,Batu,ZW7,4.0,4.0,Good Food,Breakfast was fresh and tasty.,2025-05-03,2025-12-01,https://expedia.com/ZW7,positive,food,haile_ziway_batu.csv,breakfast fresh tasty,Good Food breakfast fresh tasty,4
Haile Resort Ziway,Batu,ZW8,3.0,3.0,Average,Good rooms but bad Wi-Fi.,2024-11-28,2025-12-01,https://expedia.com/ZW8,neutral,internet|rooms,haile_ziway_batu.csv,good room bad,Average good room bad,2
Haile Resort Ziway,Batu,ZW9,2.0,2.0,AC Issues,AC was not cooling properly.,2024-12-19,2025-12-01,https://expedia.com/ZW9,negative,maintenance,haile_ziway_batu.csv,cool properly,AC Issues cool properly,1
Haile Resort Ziway,Batu,ZW10,1.0,1.0,Poor Hygiene,Sheets were not clean.,2024-09-17,2025-12-01,https://expedia.com/ZW10,negative,cleaning,haile_ziway_batu.csv,sheet clean,Poor Hygiene sheet clean,1
Haile Resort Ziway,Batu,ZW11,,,Nice Spot,Nice spot to relax with family.,2025-06-10,2025-12-01,https://facebook.com/ZW11,positive,ambience|family,haile_ziway_batu.csv,nice spot relax family,Nice Spot nice spot relax family,4
Haile Resort Ziway,Batu,ZW12,,,Friendly Staff,Staff were helpful and smiling.,2025-04-02,2025-12-01,https://facebook.com/ZW12,positive,staff,haile_ziway_batu.csv,staff helpful smile,Friendly Staff staff helpful smile,3
Haile Resort Ziway,Batu,ZW13,,,Food Not Fresh,Food quality needs to improve.,2024-12-14,2025-12-01,https://facebook.com/ZW13,neutral,food,haile_ziway_batu.csv,food quality need improve,Food Not Fresh food quality need improve,3
Haile Resort Ziway,Batu,ZW14,,,Weak Wi-Fi,Internet connection was terrible.,2024-10-30,2025-12-01,https://facebook.com/ZW14,negative,internet,haile_ziway_batu.csv,internet connection terrible,Weak Wi-Fi internet connection terrible,0
Haile Resort Ziway,Batu,ZW15,,,Lovely Garden,Very green and clean outdoor area.,2025-05-17,2025-12-01,https://facebook.com/ZW15,positive,ambience,haile_ziway_batu.csv,green clean outdoor area,Lovely Garden green clean outdoor area,1
Haile Resort Ziway,Batu,ZW16,4.0,4.0,Good Experience,Nice rooms and lake view.,2025-02-22,2025-12-01,https://kayak.com/ZW16,positive,rooms|view,haile_ziway_batu.csv,nice room lake view,Good Experience nice room lake view,2
Haile Resort Ziway,Batu,ZW17,3.0,3.0,Okay Stay,Food was late but tasted fine.,2024-10-20,2025-12-01,https://kayak.com/ZW17,neutral,service|food,haile_ziway_batu.csv,food late taste fine,Okay Stay food late taste fine,3
Haile Resort Ziway,Batu,ZW18,2.0,2.0,Outdated Furniture,Needs renovation.,2024-09-28,2025-12-01,https://kayak.com/ZW18,negative,maintenance,haile_ziway_batu.csv,need renovation,Outdated Furniture need renovation,2
Haile Resort Ziway,Batu,ZW19,5.0,5.0,Perfect View,Sunset by the lake was wonderful.,2025-03-16,2025-12-01,https://kayak.com/ZW19,positive,view,haile_ziway_batu.csv,sunset lake wonderful,Perfect View sunset lake wonderful,1
Haile Resort Ziway,Batu,ZW20,1.0,1.0,Bad Smell,Room smelled damp.,2024-08-04,2025-12-01,https://kayak.com/ZW20,negative,cleaning,haile_ziway_batu.csv,room smell damp,Bad Smell room smell damp,2
Haile Resort Ziway,Batu,ZW21,4.0,4.0,Comfortable Stay,Rooms were comfortable and clean.,2025-03-12,2025-12-01,https://trip.com/ZW21,positive,rooms,haile_ziway_batu.csv,room comfortable clean,Comfortable Stay room comfortable clean,2
Haile Resort Ziway,Batu,ZW22,3.0,3.0,It Was Fine,Nothing special but okay.,2024-10-05,2025-12-01,https://trip.com/ZW22,neutral,general,haile_ziway_batu.csv,nothing special okay,It Was Fine nothing special okay,3
Haile Resort Ziway,Batu,ZW23,2.0,2.0,No Hot Water,Water heater was broken.,2024-12-07,2025-12-01,https://trip.com/ZW23,negative,maintenance,haile_ziway_batu.csv,water heater break,No Hot Water water heater break,5
Haile Resort Ziway,Batu,ZW24,5.0,5.0,Very Nice,Perfect for a weekend break.,2025-02-09,2025-12-01,https://trip.com/ZW24,positive,ambience,haile_ziway_batu.csv,perfect weekend break,Very Nice perfect weekend break,7
Haile Resort Ziway,Batu,ZW25,1.0,1.0,Not Good,Staff were rude and unhelpful.,2024-09-01,2025-12-01,https://trip.com/ZW25,negative,staff,haile_ziway_batu.csv,staff rude unhelpful,Not Good staff rude unhelpful,4
